Detailed image,Category,Бренд,Product code,Название,Артикул,Описание,Материал покрытия,Материал основания,Размер,Дополнительные функции,ProductCodeToFind,Existance,Diller price,Max price,Shop price,Recommend price,Existance for filters,Page title,Meta description,Meta keywords
"RZ02-01820200-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Mobile;}///RZ02-01820200-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Mobile;}///RZ02-01820200-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Mobile;}///RZ02-01820200-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Mobile;}///RZ02-01820200-R3M1/5.png
#{[ru]:Коврик для мыши Razer Goliathus Mobile;}",Девайсы///Коврики для мыши,Razer,RZ02-01820200-R3M1,Коврик для мыши Razer Goliathus Mobile,RZ02-01820200-R3M1,"<p><strong>Razer Goliathus Mobile </strong>– мобильный коврик для игровой мыши. Идеальное соотношение контроля и скорости. Высочайшая точность считывания движений. И вся эта роскошь — в мобильном исполнении. Коврик получился очень легким. Толщина — всего лишь 1,5 мм. Такой не занимает много места в чемодане, сумке или рюкзаке. Позвольте себе небольшое преимущество на чужой территории.
</p>
<p><strong>Тонкий и гибкий — максимальная мобильность</strong>
</p>
<p>Razer Goliathus Mobile, при толщине всего 1,5 мм, можно запросто всегда носить с собой. Можно, к примеру, вложить его внутрь ноутбука или свернуть трубочкой и сунуть в сумку, не боясь, что он потом не развернется.
</p>
<p><strong>Баланс контроля и скорости</strong>
</p>
<p>Когда проектируешь коврик для геймеров, которые всегда в разъездах, важно соблюсти баланс, чтобы один и тот же коврик подходил для разных стилей игры. В результате обширных исследований и практических испытаний родился Razer Goliathus Mobile — его гладкая поверхность обеспечивает и быстрое скольжение, и точность остановки для контроля в игре.
</p>
<p><strong>Оптимальная поверхность для точного отслеживания движений</strong>
</p>
<p>Razer Goliathus Mobile был создан благодаря пристальному вниманию к деталям. Микротекстура тканой поверхности отлично подходит как для оптических, так и для лазерных мышек. Это идеальная поверхность для турниров, где важно точное отслеживание движений. Малейшее перемещение будет замечено и с точностью скопировано на экран.
</p>",Ткань,Резина,"215 x 270 x 1,5 мм","Оптимальный размер для мобильного использования
Прорезиненное основание для оптимального комфорта",,30,586,690,670,670,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01820200-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01820500-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Mobile Stealth;}///RZ02-01820500-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Mobile Stealth;}///RZ02-01820500-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Mobile Stealth;}///RZ02-01820500-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Mobile Stealth;}///RZ02-01820500-R3M1/5.png#{[ru]:Коврик для мыши Razer Goliathus Mobile Stealth;}///RZ02-01820500-R3M1/6.png#{[ru]:Коврик для мыши Razer Goliathus Mobile Stealth;}///RZ02-01820500-R3M1/7.png#{[ru]:Коврик для мыши Razer Goliathus Mobile Stealth;}///RZ02-01820500-R3M1/8.png#{[ru]:Коврик для мыши Razer Goliathus Mobile Stealth;}///RZ02-01820500-R3M1/9.png
#{[ru]:Коврик для мыши Razer Goliathus Mobile Stealth;}",Девайсы///Коврики для мыши,Razer,RZ02-01820500-R3M1,Коврик для мыши Razer Goliathus Mobile Stealth,RZ02-01820500-R3M1,"<p><strong>Razer Goliathus Mobile Stealth</strong> Edition, обеспечивающий высокочувствительное управление во время игр и высокую производительность.
</p>
<p>При толщине всего лишь 1,5 мм коврик имеет невероятно гибкую поверхность, благодаря чему его легко брать с собой, куда бы вы не шли. Вы всегда будете иметь явное преимущество перед соперником, даже находясь в дороге.
</p>
<p><strong>Ультратонкий — толщиной всего лишь 1,5 мм</strong>
</p>
<p>Благодаря тонкой форме, коврик Razer Goliathus Mobile Stealth Edition невероятно просто носить с собой. Он такого же размера, как и коврик Razer Goliathus Small, к тому же исключительно долговечный. Можно вложить этот коврик для мыши между экраном и клавиатурой ноутбука или свернуть его в трубочку и положить в сумку, не боясь, что он потом не развернется.
</p>
<p><strong>Идеальное соотношение контроля и скорости</strong>
</p>
<p>Придерживаясь строгих стандартов лучших киберспортсменов, коврик Razer Goliathus Mobile Stealth Edition обладает поверхностью, которая дает вам точность для фокусировки на мелких деталях, так и скорость для быстрого переключения между несколькими окнами.
</p>
<p><strong>Сверхтонкая микротекстурная ткань для превосходного отслеживания</strong>
</p>
<p>Поверхность со сверхтонким микротекстурным переплетением, созданная специально для турниров, где важно точное отслеживание движений. Мельчайшее движение мыши будет с точностью передано на экран.
</p>",Ткань,Резина,"215 x 270 x 1,5 мм","Текстурированная тканевая отделка для превосходного баланса между скоростью и контролем игрового процесса
Оптимальный размер для мобильного использования",,30,586,690,670,670,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01820500-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01830200-R3M1/1.png#{[ru]:Коврик для мыши Razer Gigantus;}///RZ02-01830200-R3M1/10.png#{[ru]:Коврик для мыши Razer Gigantus;}///RZ02-01830200-R3M1/2.png#{[ru]:Коврик для мыши Razer Gigantus;}///RZ02-01830200-R3M1/3.png#{[ru]:Коврик для мыши Razer Gigantus;}///RZ02-01830200-R3M1/4.png#{[ru]:Коврик для мыши Razer Gigantus;}///RZ02-01830200-R3M1/5.png#{[ru]:Коврик для мыши Razer Gigantus;}///RZ02-01830200-R3M1/6.png#{[ru]:Коврик для мыши Razer Gigantus;}///RZ02-01830200-R3M1/7.png#{[ru]:Коврик для мыши Razer Gigantus;}///RZ02-01830200-R3M1/8.png#{[ru]:Коврик для мыши Razer Gigantus;}///RZ02-01830200-R3M1/9.png
#{[ru]:Коврик для мыши Razer Gigantus;}",Девайсы///Коврики для мыши,Razer,RZ02-01830200-R3M1,Коврик для мыши Razer Gigantus,RZ02-01830200-R3M1,"<p><strong>Razer Gigantus</strong>. На киберспортивных турнирах геймеры должны продемонстрировать свои лучшие способности, и они не ожидают меньшего от тех девайсов, которые сами используют. Киберспортивный коврик для мыши Razer Gigantus был полностью создан на основе отзывов профессионалов из Team Razer. У Razer Gigantus очень большая поверхность, специальное игровое покрытие и оптимальная толщина, поэтому вы будете на шаг впереди своих соперников на протяжении всего марафона.
</p>
<p><strong>Очень большая поверхность для мышек с низкой чувствительностью</strong>
</p>
<p>Обидно, когда коврик для мыши ограничивает движения в разгар игры. Значительно больший по размеру, чем другие коврики для мыши, Razer Gigantus дает вам пространство для маневров, особенно если вы играете при выбранной низкой чувствительности. На просторном коврике реже приходится поднимать и переносить мышь.
</p>
<p><strong>Специальное игровое покрытие — залог вашей скорости и точности</strong>
</p>
<p>Razer Gigantus был создан для обеспечения мягкого скольжения и достаточной силы сопротивления, так что вы получите лучшее из обоих миров на поле боя. Ровная плоская текстурированная поверхность этого коврика нового поколения оптимизирована для высокой быстроты реакции на отслеживание перемещений, предоставляя максимальную точность, которая так нужна всем профессиональным геймерам.
</p>
<p><strong>Увеличенная толщина для однородной поверхности</strong>
</p>
<p>Плотная пена толщиной 5 мм, из которой сделан Razer Gigantus, и прорезиненное основание не дают ему смещаться даже на не самой совершенной поверхности. Этот коврик даст надёжное основание для точных движений мышкой.
</p>",Ткань,Резина,455x455x5 мм,Очень большой размер для игры на низких разрешениях.Прошитые края для защиты от износа.,,30,2031,2390,2330,2330,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01830200-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01070100-R3M2/1.jpg#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Small;}///RZ02-01070100-R3M2/2.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Small;}///RZ02-01070100-R3M2/3.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Small;}///RZ02-01070100-R3M2/4.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Small;}///RZ02-01070100-R3M2/5.png
#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Small;}",Девайсы///Коврики для мыши,Razer,RZ02-01070100-R3M2,Коврик для мыши Razer Goliathus Speed Terra Small,RZ02-01070100-R3M2,"<p><strong>Razer Goliathus Speed Terra Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, представляет собой идеально гладкую поверхность, на которой ничто не помешает движению игровой мыши.
</p>
<p><strong>Гладкая поверхность и плотное переплетение — основа СКОРОСТИ в игре</strong>
</p>
<p>Нити тканого покрытия у Razer Goliathus Speed Terra Edition сплетены настолько плотно, что в итоге создается идеально гладкая поверхность, по которой игровая мышь скользит предельно быстро. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Speed Terra Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,270 x 215 x 3 мм,"Плотное и гладкое переплетение нитей для скоростных движений
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоровSmall (Маленький) - 270 x 215 x 3 мм",,0,841,990,960,960,0,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01070100-r3m2) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01070200-R3M2/1.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Medium;}///RZ02-01070200-R3M2/2.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Medium;}///RZ02-01070200-R3M2/3.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Medium;}///RZ02-01070200-R3M2/4.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Medium;}///RZ02-01070200-R3M2/5.png
#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Medium;}",Девайсы///Коврики для мыши,Razer,RZ02-01070200-R3M2,Коврик для мыши Razer Goliathus Speed Terra Medium,RZ02-01070200-R3M2,"<p><strong>Razer Goliathus Speed Terra Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, представляет собой идеально гладкую поверхность, на которой ничто не помешает движению игровой мыши.
</p>
<p><strong>Гладкая поверхность и плотное переплетение — основа СКОРОСТИ в игре</strong>
</p>
<p>Нити тканого покрытия у Razer Goliathus Speed Terra Edition сплетены настолько плотно, что в итоге создается идеально гладкая поверхность, по которой игровая мышь скользит предельно быстро. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Speed Terra Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,355 x 254 x 3 мм,"Плотное и гладкое переплетение нитей для скоростных движений
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоровMedium (Средний) - 355 x 254 x 3 мм",,,,,,,,,,
"RZ02-01070300-R3M2/1.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Large;}///RZ02-01070300-R3M2/2.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Large;}///RZ02-01070300-R3M2/3.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Large;}///RZ02-01070300-R3M2/4.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Large;}///RZ02-01070300-R3M2/5.png
#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Large;}",Девайсы///Коврики для мыши,Razer,RZ02-01070300-R3M2,Коврик для мыши Razer Goliathus Speed Terra Large,RZ02-01070300-R3M2,"<p><strong>Razer Goliathus Speed Terra Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, представляет собой идеально гладкую поверхность, на которой ничто не помешает движению игровой мыши.
</p>
<p><strong>Гладкая поверхность и плотное переплетение — основа СКОРОСТИ в игре</strong>
</p>
<p>Нити тканого покрытия у Razer Goliathus Speed Terra Edition сплетены настолько плотно, что в итоге создается идеально гладкая поверхность, по которой игровая мышь скользит предельно быстро. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Speed Terra Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,444 x 355 x 3 мм,"Плотное и гладкое переплетение нитей для скоростных движений
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоровLarge (Большой) - 444 x 355 x 3 мм",,,,,,,,,,
"RZ02-01070400-R3M2/1.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Extended;}///RZ02-01070400-R3M2/2.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Extended;}///RZ02-01070400-R3M2/3.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Extended;}///RZ02-01070400-R3M2/4.png#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Extended;}///RZ02-01070400-R3M2/5.png
#{[ru]:Коврик для мыши Razer Goliathus Speed Terra Extended;}",Девайсы///Коврики для мыши,Razer,RZ02-01070400-R3M2,Коврик для мыши Razer Goliathus Speed Terra Extended,RZ02-01070400-R3M2,"<p><strong>Razer Goliathus Speed Terra Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, представляет собой идеально гладкую поверхность, на которой ничто не помешает движению игровой мыши.
</p>
<p><strong>Гладкая поверхность и плотное переплетение — основа СКОРОСТИ в игре</strong>
</p>
<p>Нити тканого покрытия у Razer Goliathus Speed Terra Edition сплетены настолько плотно, что в итоге создается идеально гладкая поверхность, по которой игровая мышь скользит предельно быстро. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Speed Terra Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,920 x 294 x 3 мм,"Плотное и гладкое переплетение нитей для скоростных движений
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров",,10,2286,2690,2620,2620,10,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01070400-r3m2) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01910100-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Small;}///RZ02-01910100-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Small;}///RZ02-01910100-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Small;}///RZ02-01910100-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Small;}///RZ02-01910100-R3M1/5.png
#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Small;}",Девайсы///Коврики для мыши,Razer,RZ02-01910100-R3M1,Коврик для мыши Razer Goliathus Speed Cosmic Small,RZ02-01910100-R3M1,"<p><strong>Razer Goliathus Speed Cosmic Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, представляет собой идеально гладкую поверхность, на которой ничто не помешает движению игровой мыши.
</p>
<p><strong>Гладкая поверхность и плотное переплетение — основа скорости в игре</strong>
</p>
<p>Нити тканого покрытия у Razer Goliathus Speed Cosmic Edition сплетены настолько плотно, что в итоге создается идеально гладкая поверхность, по которой игровая мышь скользит предельно быстро. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Speed Cosmic Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,270 x 215 x 3 мм,"Попиксельная точность прицеливания и отслеживания
.
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров
.
Материал из ткани, удобно сворачивать и брать с собой
.
Износостойкие прошитые края.",,30,841,990,960,960,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01910100-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01910200-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Medium;}///RZ02-01910200-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Medium;}///RZ02-01910200-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Medium;}///RZ02-01910200-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Medium;}///RZ02-01910200-R3M1/5.png
#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Medium;}",Девайсы///Коврики для мыши,Razer,RZ02-01910200-R3M1,Коврик для мыши Razer Goliathus Speed Cosmic Medium,RZ02-01910200-R3M1,"<p><strong>Razer Goliathus Speed Cosmic Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, представляет собой идеально гладкую поверхность, на которой ничто не помешает движению игровой мыши.
</p>
<p><strong>Гладкая поверхность и плотное переплетение — основа скорости в игре</strong>
</p>
<p>Нити тканого покрытия у Razer Goliathus Speed Cosmic Edition сплетены настолько плотно, что в итоге создается идеально гладкая поверхность, по которой игровая мышь скользит предельно быстро. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Speed Cosmic Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,355 x 254 x 3 мм,"Попиксельная точность прицеливания и отслеживания
.
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров
.
Материал из ткани, удобно сворачивать и брать с собой
.
Износостойкие прошитые края.",,0,1266,1490,1450,1450,0,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01910200-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01910300-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Large;}///RZ02-01910300-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Large;}///RZ02-01910300-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Large;}///RZ02-01910300-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Large;}///RZ02-01910300-R3M1/5.png
#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Large;}",Девайсы///Коврики для мыши,Razer,RZ02-01910300-R3M1,Коврик для мыши Razer Goliathus Speed Cosmic Large,RZ02-01910300-R3M1,"<p><strong>Razer Goliathus Speed Cosmic Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, представляет собой идеально гладкую поверхность, на которой ничто не помешает движению игровой мыши.
</p>
<p><strong>Гладкая поверхность и плотное переплетение — основа скорости в игре</strong>
</p>
<p>Нити тканого покрытия у Razer Goliathus Speed Cosmic Edition сплетены настолько плотно, что в итоге создается идеально гладкая поверхность, по которой игровая мышь скользит предельно быстро. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Speed Cosmic Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,444 x 355 x 3 мм,"Попиксельная точность прицеливания и отслеживания
.
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров
.
Материал из ткани, удобно сворачивать и брать с собой
.
Износостойкие прошитые края.",,30,1691,1990,1940,1940,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01910300-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01910400-R3M1/1.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Extended;}///RZ02-01910400-R3M1/2.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Extended;}///RZ02-01910400-R3M1/3.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Extended;}///RZ02-01910400-R3M1/4.png#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Extended;}///RZ02-01910400-R3M1/5.png
#{[ru]:Коврик для мыши Razer Goliathus Speed Cosmic Extended;}",Девайсы///Коврики для мыши,Razer,RZ02-01910400-R3M1,Коврик для мыши Razer Goliathus Speed Cosmic Extended,RZ02-01910400-R3M1,"<p><strong>Razer Goliathus Speed Cosmic Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, представляет собой идеально гладкую поверхность, на которой ничто не помешает движению игровой мыши.
</p>
<p><strong>Гладкая поверхность и плотное переплетение — основа скорости в игре</strong>
</p>
<p>Нити тканого покрытия у Razer Goliathus Speed Cosmic Edition сплетены настолько плотно, что в итоге создается идеально гладкая поверхность, по которой игровая мышь скользит предельно быстро. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Speed Cosmic Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>",Ткань,Резина,920 x 294 x 3 мм,"Попиксельная точность прицеливания и отслеживания
.
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров
.
Материал из ткани, удобно сворачивать и брать с собой
.
Износостойкие прошитые края.",,10,2286,2690,2620,2620,10,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01910400-r3m1) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
"RZ02-01070500-R3M2/1.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Small;}///RZ02-01070500-R3M2/2.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Small;}///RZ02-01070500-R3M2/3.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Small;}///RZ02-01070500-R3M2/4.png#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Small;}///RZ02-01070500-R3M2/5.png
#{[ru]:Коврик для мыши Razer Goliathus Control Fissure Small;}",Девайсы///Коврики для мыши,Razer,RZ02-01070500-R3M2,Коврик для мыши Razer Goliathus Control Fissure Small,RZ02-01070500-R3M2,"<p><strong>Razer Goliathus Control Fissure Edition</strong>, протестированный в лабораториях Razer и проверенный на практике лучшими игроками eSports, обеспечивает нужный уровень трения для абсолютного контроля в игре.
</p>
<p><strong>Крупно-текстурная ткань — основа ТОЧНОСТИ</strong>
</p>
<p>Текстура поверхности ткани Razer Goliathus Control Fissure Edition обеспечивает именно ту силу трения, которая необходима для игровой мыши, чтобы вы могли целиться с точностью до пикселя. Кроме того, покрытие очень приятно на ощупь, и рука будет меньше уставать во время продолжительной игры.
</p>
<p><strong>Оптимальная поддержка всех видов сенсоров и всех параметров чувствительности</strong>
</p>
<p>Низкая или высокая чувствительность, лазерная или оптическая игровая мышь — при любом раскладе Razer Goliathus Control Fissure Edition обеспечит качественное считывание сигнала и стабильность управления в игре.
</p>
<p><strong>Четыре разных размера</strong>
</p>
<p>У кого-то в распоряжении есть только краешек стола, а кому-то достался настоящий игродром. А некоторым просто не сидится на месте: они постоянно в дороге. Мы постарались подумать о каждом из вас и сделали четыре варианта Razer Goliathus Control Fissure Edition разного размера.
</p>",Ткань,Резина,270 x 215 x 3 мм,"Крупно текстурированная ткань для максимального контроля действий
Попиксельная точность прицеливания и отслеживания
Оптимальное покрытие для всех уровней чувствительности и всех видов сенсоров",,30,841,990,960,960,30,Купить Коврик для мыши Razer Goliathus Speed Medium SKT T1(rz02-01070500-r3m2) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Коврик для мыши Razer Goliathus Speed Medium SKT T1 ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",
