Detailed image,Category,Product code,Производитель,Название,Описание,Артикул,Тип кресла,Серия,Модель,Материал сиденья,Цвет обивки,Подлокотники,Тип спинки,Откидывание спинки,Допустимая нагрузка (кг),Рост(см),Функция кресла-качалки,Ролики,Страна производитель,Гарантия,Вес,Weight,ProductCodeToFind,Existance,Diller price,Max price,Diller Name,Shop price,Recommend price,Existance for filters,Page title,Meta description,Meta keywords
"OH:DM61:NWB/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWB;}///OH:DM61:NWB/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWB;}///OH:DM61:NWB/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWB;}///OH:DM61:NWB/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWB;}",Кресла для геймеров///Кресла DXRacer,OH/DM61/NWB,DXRacer,Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWB,"<p><strong>Drifting</strong> – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».
</p>
<p>По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.
</p>
<p>Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.
</p>
<p>Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.
</p>",OH/DM61/NWB,Игровое,D-серия «Drifting».,DM61,"PVC, PU-кожа",Черный/Белый/Синий,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг,,0,21330,27000.00,,26660,25320,20,Купить Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWB(oh/dm61/nwb) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWB ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",foxgamer
"OH:DM61:NWC/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWC;}///OH:DM61:NWC/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWC;}///OH:DM61:NWC/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWC;}///OH:DM61:NWC/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWC;}",Кресла для геймеров///Кресла DXRacer,OH/DM61/NWC,DXRacer,Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWC,"<p><strong>Drifting</strong> – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».
</p>
<p>По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.
</p>
<p>Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.
</p>
<p>Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.
</p>",OH/DM61/NWC,Игровое,D-серия «Drifting».,DM61,"PVC, PU-кожа",Черный/Белый/Коричневый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг,,0,23190,28990,,26660,25320,0,Купить Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWC(oh/dm61/nwc) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWC ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:DM61:NWE/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWE;}///OH:DM61:NWE/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWE;}///OH:DM61:NWE/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWE;}///OH:DM61:NWE/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWE;}",Кресла для геймеров///Кресла DXRacer,OH/DM61/NWE,DXRacer,Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWE,"<p><strong>Drifting</strong> – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».
</p>
<p>По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.
</p>
<p>Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.
</p>
<p>Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.
</p>",OH/DM61/NWE,Игровое,D-серия «Drifting».,DM61,"PVC, PU-кожа",Черный/Белый/Зеленый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг,,20,23190,28990,,26660,25320,20,Купить Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWE(oh/dm61/nwe) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWE ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:DM61:NWO/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWO;}///OH:DM61:NWO/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWO;}///OH:DM61:NWO/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWO;}///OH:DM61:NWO/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWO;}",Кресла для геймеров///Кресла DXRacer,OH/DM61/NWO,DXRacer,Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWO,"<p><strong>Drifting</strong> – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».
</p>
<p>По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.
</p>
<p>Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.
</p>
<p>Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.
</p>",OH/DM61/NWO,Игровое,D-серия «Drifting».,DM61,"PVC, PU-кожа",Черный/Белый/Оранжевый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг,,0,23190,28990,,26660,25320,0,Купить Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWO(oh/dm61/nwo) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWO ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:DM61:NWR/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWR;}///OH:DM61:NWR/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWR;}///OH:DM61:NWR/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWR;}///OH:DM61:NWR/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWR;}",Кресла для геймеров///Кресла DXRacer,OH/DM61/NWR,DXRacer,Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWR,"<p><strong>Drifting</strong> – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».
</p>
<p>По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.
</p>
<p>Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.
</p>
<p>Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.
</p>",OH/DM61/NWR,Игровое,D-серия «Drifting».,DM61,"PVC, PU-кожа",Черный/Белый/Красный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг,,20,21330,27000.00,,26660,25320,20,Купить Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWR(oh/dm61/nwr) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWR ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",foxgamer
"OH:DM61:NWV/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWV;}///OH:DM61:NWV/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWV;}///OH:DM61:NWV/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWV;}///OH:DM61:NWV/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWV;}",Кресла для геймеров///Кресла DXRacer,OH/DM61/NWV,DXRacer,Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWV,"<p><strong>Drifting</strong> – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».
</p>
<p>По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.
</p>
<p>Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.
</p>
<p>Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.
</p>",OH/DM61/NWV,Игровое,D-серия «Drifting».,DM61,"PVC, PU-кожа",Черный/Белый/Фиолетовый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг,,0,23190,28990,,26660,25320,0,Купить Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWV(oh/dm61/nwv) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWV ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:DM61:NWY/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWY;}///OH:DM61:NWY/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWY;}///OH:DM61:NWY/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWY;}///OH:DM61:NWY/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWY;}",Кресла для геймеров///Кресла DXRacer,OH/DM61/NWY,DXRacer,Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWY,"<p><strong>Drifting</strong> – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».
</p>
<p>По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.
</p>
<p>Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.
</p>
<p>Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.
</p>",OH/DM61/NWY,Игровое,D-серия «Drifting».,DM61,"PVC, PU-кожа",Черный/Белый/Желтый,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,22 кг,22 кг,,0,23190,28990,,26660,25320,0,Купить Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWY(oh/dm61/nwy) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Drifting OH/DM61/NWY ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:DJ188:N/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DJ188/N;}///OH:DJ188:N/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DJ188/N;}///OH:DJ188:N/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DJ188/N;}///OH:DJ188:N/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DJ188/N;}",Кресла для геймеров///Кресла DXRacer,OH/DJ188/N,DXRacer,Игровое компьютерное кресло DXRacer Drifting OH/DJ188/N,"<p><strong>Drifting</strong> – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».
</p>
<p>По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.
</p>
<p>Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.
</p>
<p>Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.
</p>",OH/DJ188/N,Игровое,D-серия «Drifting».,DJ188,Натуральная перфорированная кожа,Черный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,"27,3 кг","27,3 кг",,0,56870,71990.00,,71740,68150,20,Купить Игровое компьютерное кресло DXRacer Drifting OH/DJ188/N(oh/dj188/n) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Drifting OH/DJ188/N ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",foxgamer
"OH:DJ188:NR/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DJ188/NR;}///OH:DJ188:NR/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DJ188/NR;}///OH:DJ188:NR/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DJ188/NR;}///OH:DJ188:NR/4.jpg
#{[ru]:Игровое компьютерное кресло DXRacer Drifting OH/DJ188/NR;}",Кресла для геймеров///Кресла DXRacer,OH/DJ188/NR,DXRacer,Игровое компьютерное кресло DXRacer Drifting OH/DJ188/NR,"<p><strong>Drifting</strong> – серия универсальных геймерских кресел DXRacer, которые будут уместно смотреться не только на кибертурнире, но и отлично впишутся в домашнюю или рабочую атмосферу. Например, именно кресла серии Drifting являются неотъемлемой частью рабочего пространства сотрудников студий радио «Маяк» и «Вести FM».
</p>
<p>По своим параметрам кресла DXRacer серии D подойдут практически любому, но комфортнее всего в них будут себя чувствовать люди среднего роста и телосложения. Подлокотники у кресел этой серии обладают возможностью настройки в трех направлениях: поворот вокруг оси, регулировка в продольном направлении вперед/назад и настройка по высоте. Кроме того есть возможность установить разного рода модификаторы, например, специальный подлокотник, позволяющий пользоваться мышкой на его поверхности. В комплекте с каждым креслом идут две подушки анатомической формы, которые крепятся к спинке на уровне поясницы и шеи.
</p>
<p>Среди множества кресел DXRacer серии D, обивка которых выполнена из экокожи, присутствуют также и модели с обивкой из перфорированной экокожи и натуральной кожи с перфорацией.
</p>
<p>Спинка у кресел D-серии обладает возможностью регулировки угла наклона до 170 градусов, что дает возможность расположиться в нем практически лежа. Также модели данной серии оборудованы многофункциональным механизмом качания мультиблок, который не только обеспечивает плавное качание, но и позволяет зафиксировать наклон кресла в выбранном положении. Прочная алюминиевая крестовина в основании оснащена пятью прорезиненными роликами и дополнена цветными пластиковыми накладками.
</p>",OH/DJ188/NR,Игровое,D-серия «Drifting».,DJ188,Натуральная перфорированная кожа,Черный/Красный,Регулируемые в 3 направлениях,Высокая,170 градусов,до 120 кг,до 190 см,Есть,Прорезиненные,Китай,2 года,"27,3 кг","27,3 кг",,0,62390,77990,,71740,68150,0,Купить Игровое компьютерное кресло DXRacer Drifting OH/DJ188/NR(oh/dj188/nr) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer Drifting OH/DJ188/NR ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",dxracer
"OH:KS06:N/1.jpg#{[ru]:Игровое компьютерное кресло DXRacer King OH/KS06/N;}///OH:KS06:N/2.jpg#{[ru]:Игровое компьютерное кресло DXRacer King OH/KS06/N;}///OH:KS06:N/3.jpg#{[ru]:Игровое компьютерное кресло DXRacer King OH/KS06/N;}///OH:KS06:N/4.jpg#{[ru]:Игровое компьютерное кресло DXRacer King OH/KS06/N;}///OH:KS06:N/5.jpg#{[ru]:Игровое компьютерное кресло DXRacer King OH/KS06/N;}///OH:KS06:N/6.jpg#{[ru]:Игровое компьютерное кресло DXRacer King OH/KS06/N;}///OH:KS06:N/7.jpg
#{[ru]:Игровое компьютерное кресло DXRacer King OH/KS06/N;}",Кресла для геймеров///Кресла DXRacer,OH/KS06/N,DXRacer,Игровое компьютерное кресло DXRacer King OH/KS06/N,"<p><strong>Кресла серии K</strong> - это одни из наиболее массивных кресел DXRacer, подчеркивающие статус своего владельца. Модели получили название благодаря своем королевскому размеру. В них будут себя комфортно чувствовать люди крупной комплекции и ростом выше среднего. При этом людям со средним телосложением наполнитель кресел может показаться слишком жестким.
</p>
<p>В моделях K-серии, помимо механизма настройки по высоте газлифт и регулировки угла наклона спинки до 170 градусов, присутствует многофункциональный механизм качания мультиблок. Он позволяет покачиваться в кресле DXRacer как в кресле-качалке, при этом мягкость качания можно настроить под себя. Также можно зафиксировать наклон сиденья в наиболее комфортном положении. Подлокотники кресел серии King обладают большим количеством настроек и регулируются в четырех направлениях: по высоте, в продольном направлении вперед/назад и от кресла/к креслу, а также поворачиваются вокруг оси на определенный угол. Стальной каркас у данной линейки кресел DXRacer обладает повышенной прочностью и способен выдерживать большую нагрузку.
</p>
<p>В качестве материала обивки используется приятная на ощупь высокопрочная воздухопроницаемая эко-кожа с карбоновыми вставками. В комплекте с креслами этой серии идут две подушки анатомической формы: для поясницы и шеи.
</p>
<p>В основании кресел серии King устанавливается прочная и широкая алюминиевая крестовина, оснащенная пятью трехдюймовыми роликами. Ролики имеют прорезиненную поверхность, благодаря чему кресло перемещается бесшумно по любой поверхности, не оставляя при этом следов и не портя напольное покрытие.
</p>
<p>При всей своей массивности, эти кресла не потеряли свой киберспортивный характер и нередко используются профессиональными геймерами во время участия в различных кибертурнирах.
</p>",OH/KS06/N,Игровое,K-серия «King».,KS06,"PVC, PU-кожа",Черный,Регулируемые в 4 направлениях,Высокая,170 градусов,до 160 кг,до 200 см,Есть,Прорезиненные,Китай,2 года,30 кг,30 кг,,0,26460,33500.00,,33100,31440,20,Купить Игровое компьютерное кресло DXRacer King OH/KS06/N(oh/ks06/n) по лучшей цене с доставкой в интернет-магазине esportshop.ru,"Игровое компьютерное кресло DXRacer King OH/KS06/N ➤ характеристики, фото. Достоинства и недостатки модели - в отзывах покупателей, видео и обсуждениях. Скидки и акции. Большой ассортимент. Магазин настоящего кибератлета - esportshop.ru",foxgamer
